poll_id,date,title,topics,committees,drucksache_pdf,intro
4293,2021-09-07,Änderung des Infektionsschutzgesetzes und Grundrechtseinschränkungen,Gesundheit|Recht,Haushaltsausschuss|Ausschuss für Gesundheit,https://dserver.bundestag.de/btd/19/320/1932039.pdf,"Ein von den Fraktionen der CDU/CSU und SPD eingebrachter Gesetzentwurf zur Hilfe für Flutopfer in Deutschland sieht auch Änderungen des Infektionsschutzgesetzes vor. Diese sollen unter anderem in bestimmten Einrichtungen eine Auskunftspflicht von Mitarbeiter:innen zu ihrem Impf- oder Genesenenstatus ermöglichen. Im Vorfeld hatte die Opposition für das Gesetzespaket eine namentliche Abstimmung nur über die Punkte verlangt, die auch das Infektionsschutzgesetz betreffen. Die Neuregelungen wurden mit 344 Ja-Stimmen der Unions- und SPD-Fraktion gegen 280 Nein-Stimmen der Oppositionsfraktionen sowie einzelner Abgeordneter der Union und SPD angenommen . Lediglich eine Abgeordnete hatte sich bei der Abstimmung enthalten."
4370,2021-11-18,Änderung des Infektionsschutzgesetzes (Ende der epidemischen Lage),Gesundheit,Hauptausschuss,https://dserver.bundestag.de/btd/20/000/2000015.pdf,"Der Gesetzentwurf der Fraktionen der SPD, FDP und Bündnis 90/Die Grünen sieht eine Änderung des Infektionsschutzgesetzes vor. Der Gesetzentwurf sichert eine rechtliche Grundlage für die coronabedingten Schutzmaßnahmen, auch mit dem Auslaufen der epidemischen Lage von nationaler Tragweite. Der Gesetzentwurf wurde mit 398 Stimmen aus den Fraktionen der SPD, FDP und Bündnis 90/Die Grünen sowie von einem fraktionslosen Abgeordneten angenommen . Die Fraktionen der CDU/CSU, AfD und ein Fraktionsloser haben mit 254 Stimmen gegen den Gesetzentwurf gestimmt. Die Linksfraktion enthielt sich mit 36 Stimmen."
4372,2021-11-18,CDU/CSU-Antrag: Verlängerung der epidemischen Lage nationaler Tragweite,Gesundheit|Recht,,https://dserver.bundestag.de/btd/20/000/2000084.pdf,"Der von der CDU/CSU-Fraktion eingebrachte Entschließungsantrag sieht vor, dass der Bundestag den Fortbestand der seit dem 25. März 2020 geltenden epidemische Lage von nationaler Tragweite feststellt. Der Antrag wird damit begründet, dass angesichts des Anstiegs der COVID-19-Fallzahlen in Deutschland weiterhin eine erhebliche Gesundheitsgefährdung der Bevölkerung gegeben sei. Der Entschließungsantrag bezieht sich auf den von den Fraktionen der SPD, Bündnis 90/Die Grünen und FDP eingebrachten Gesetzentwurf , der die epidemische Lage nationaler Tragweite beenden soll. Der Antrag wurde mit 178 Ja-Stimmen der Unionsfraktion gegen 502 Nein-Stimmen aller anderen Fraktionen abgelehnt. Aus der CDU/CSU-Fraktion stimmte ein Abgeordneter gegen den Antrag, ein weiterer enthielt sich."
4386,2021-12-10,Impfpflicht für bestimmte Berufsgruppen und weitere Änderungen im Infektionsschutzgesetz,Gesundheit,Hauptausschuss,https://dserver.bundestag.de/btd/20/001/2000188.pdf,"Der Gesetzentwurf der Regierungskoalition aus SPD, FDP und Bündnis 90/Die Grünen sieht eine Pflicht zur Impfung gegen das Corona-Virus für Beschäftigte aus bestimmten Arbeitsfeldern vor. Der Gesetzentwurf sieht auch weitere Änderungen vor. Unter anderem sollen sich in Zukunft etwa Apotheker:innen und Tierärzt:innen an der Impfkampagne beteiligen dürfen. Der Gesetzetwurf wurde mit Stimmen aus den Fraktionen der Regierungskoalition und Unionsfraktion angenommen . In der namentlichen Abstimmung stimmten 569 Abgeordnete für den Entwurf. Aus der AfD-Fraktion kamen 79 Gegenstimmen. 38 Abgeordnete enthielten sich."
4388,2021-12-10,DIE LINKE-Antrag: Prämie für Beschäftigte im Gesundheits- und Pflegesystem,Arbeit und Beschäftigung|Gesundheit,,https://dserver.bundestag.de/btd/20/002/2000251.pdf,"Der Änderungsantrag der Fraktion DIE LINKE zum von der Regierungskoalition eingebrachten Gesetzentwurf zur Stärkung der Impfprävention sieht vor, in diesem auch eine einmalige Prämie in Höhe von 1 000 Euro für Beschäftigte im Gesundheits- und Pflegesystem aufzunehmen. Der Antrag wurde mit 36 Stimmen gegen 583 Stimmen abgelehnt . 67 Abgeordnete der AfD-Fraktion haben sich enthalten. 33 Abgeordnete aus der Linksfraktion sowie drei AfD-Abgeordnete stimmten für den Antrag."
4446,2022-01-27,Zweiter Nachtrag zum Bundeshaushalt 2021,"Öffentliche Finanzen, Steuern und Abgaben|Haushalt",Haushaltsausschuss,https://dserver.bundestag.de/btd/20/001/2000188.pdf,"Der Gesetzentwurf der Regierungskoalition aus SPD, FDP und Bündnis 90/Die Grünen sieht vor, Gelder aus veranschlagten aber nicht benötigten Kreditermächtigungen für die Corona-Pandemie in Klimaschutz und Maßnahmen zur Transformation der deutschen Wirtschaft zu investieren. Neue Schulden sollen dafür nicht aufgenommen werden. Er wurde mit den Stimmen der Fraktionen der Regierungskoalition angenommen . In namentlicher Abstimmung stimmten 382 Abgeordnete für den Entwurf. 283 Abgeordnete stimmten dagegen."
4449,2022-01-27,Ausnahme von der „Schuldenbremse“,"Öffentliche Finanzen, Steuern und Abgaben|Haushalt",Haushaltsausschuss,https://dserver.bundestag.de/btd/20/005/2000505.pdf,"Im Zusammenhang mit dem Beschluss des Zweiten Nachtragshaushalts 2021 stimmte der Bundestag über einen Antrag der Regierungsfraktionen SPD, Bündnis 90/Die Grünen und FDP ab, der eine Ausnahme von der sogenannten „Schuldenbremse“ vorsieht. Der Antrag wurde mit den Stimmen der Regierungsfraktionen angenommen . In namentlicher Abstimmung stimmten 385 Abgeordnete für den Entwurf. 290 Abgeordnete stimmten dagegen."
4447,2022-01-28,Fortsetzung des Einsatzes der Bundeswehr im Irak,Außenpolitik und internationale Beziehungen|Verteidigung,,https://dserver.bundestag.de/btd/20/004/2000408.pdf,Der Gesetzentwurf der Bundesregierung behandelt die Forsetzung des Einsatzes der Bundeswehr im Irak. Mit der Verlängerung des bereits laufenden Bundeswehreinsatzes im Irak soll das erneute Erstarken des sogenannten Islamischen Staates verhindert und die Versöhnung der Konfliktparteien Irak und Syrien gefördert werden . Mit 553 Stimmen für den Gesetzentwurf und 110 Gegenstimmen sowie 1 Enthaltungen wurde der Einsatz verlängert.
4514,2022-03-17,CDU/CSU-Antrag: Sicherung einer bezahlbaren und souveränen Energieversorgung,"Energie|Öffentliche Finanzen, Steuern und Abgaben",,https://dserver.bundestag.de/btd/20/010/2001016.pdf,"Der von der CDU/CSU-Fraktion eingebrachte Antrag fordert die Bundesregierung auf, eine Vielzahl an Schritten zur Sicherung der Energieversorgung zu ergreifen. Diese sollen dafür sorgen, dass Energie bezahlbar bleibt und Deutschland gleichzeitig unabhängiger von insbesondere russischen Energieimporten wird. Der Antrag wurde mit 174 Ja-Stimmen der Unionsfraktion und eines AfD-Abgeordneten gegen 465 Nein-Stimmen aller anderen Fraktionen abgelehnt. Es gab eine Enthaltung."
4515,2022-03-18,Änderung des Infektionsschutzgesetzes (Ende weitreichender Corona-Maßnahmen),Gesundheit|Recht,,https://dserver.bundestag.de/btd/20/009/2000958.pdf,"Der Gesetzentwurf der Fraktionen der SPD, FDP und BÜNDNIS 90/Die Grünen sieht mehrere Änderungen im Infektionsschutzgesetz und weiteren Vorschriften vor. Bis auf einige „niedrigschwelligen Maßnahmen“ soll es den Bundesländern danach nicht mehr erlaubt sein, Grundrechte zur Pandemiebekämpfung einzuschränken. Ausnahmen sollen für sogenannte lokale „Hot Spots“ gelten. Der Gesetzentwurf wurde mit 364 Stimmen aus den Fraktionen der SPD, FDP und BÜNDNIS 90/Die Grünen gegen 277 Stimmen von CDU/CSU, AfD und Die Linke angenommen . Es gab zwei Enthaltungen."
4516,2022-03-18,Verlängerung des Bundeswehreinsatzes im Südsudan (UNMISS 2022/23),Außenpolitik und internationale Beziehungen|Verteidigung,,https://dserver.bundestag.de/btd/20/006/2000631.pdf,"Der Bundestag stimmte über einen Antrag der Bundesregierung zur Verlängerung des Bundeswehreinsatzes zur Beteiligung an der UN-Mission im Südsudan ab. Das Mandat dafür war zuletzt bei einer Abstimmung im März 2021 verlängert worden. Der Antrag wurde mit 581 Ja-Stimmen der SPD-, BÜNDNIS 90/Die Grünen-, FDP-, CDU/CSU- und AfD-Fraktion angenommen. 42 Abgeordnete der Fraktion Die Linke und einige Abgeordnete der Fraktionen AfD und Bündnis 90/Die Grünnen stimmten gegen den Antrag. Fünf Abgeordnete enthielten sich."
4517,2022-03-18,Verlängerung der Bundeswehrbeteiligung an NATO-Operation SEA GUARDIAN im Mittelmeer (2022/23),Außenpolitik und internationale Beziehungen|Verteidigung,,https://dserver.bundestag.de/btd/20/006/2000630.pdf,"Der Bundestag stimmte über einen Antrag der Bundesregierung zur Verlängerung der Bundeswehrbeteiligung an der NATO-Operation SEA GUARDIAN im Mittelmeer ab. Das Mandat dafür war zuletzt bei einer Abstimmung im März 2021 verlängert worden. Der Antrag wurde mit 504 Ja-Stimmen der SPD-, BÜNDNIS 90/Die Grünen-, FDP- und Unionsfraktion angenommen. Insgesamt 100 Abgeordnete der Fraktionen der AfD und Die Linke sowie einzelne Abgeordnete von SPD und BÜNDNIS 90/Die Grünen stimmten gegen den Antrag. Es gab eine Enthaltung."
4539,2022-04-07,Impfpflicht ab 60,Gesundheit,Gesundheitsausschuss,https://dserver.bundestag.de/btd/20/009/2000958.pdf,"Der Gesetzentwurf der überfraktionellen Gruppe Baehrens/Janecek sieht eine Impfpflicht gegen COVID-19 ab 60 Jahren zum 15. Oktober 2022 vor. Zudem beinhaltet er eine Impfberatungspflicht für Personen im Alter zwischen 18 und 60 Jahren, die bis zu diesem Zeitpunkt ebenfalls zu erfüllen ist. Der Gesetzentwurf wurde mit 296 Stimmen gegen 378 Stimmen abgelehnt . Es gab neun Enthaltungen. Die Regierungsfraktionen hatten im Vorfeld erklärt, keine gemeinsame Linie bei der Abstimmung für ihre Abgeordneten vorzugeben. Es handelte sich demnach um eine Gewissensabstimmung."
4540,2022-04-07,CDU/CSU-Antrag: Impfvorsorgegesetz,Gesundheit,,https://dserver.bundestag.de/btd/20/009/2000978.pdf,"Der CDU/CSU-Antrag zur Impfvorsorge gegen COVID-19 sieht die Schaffung eines Impfregisters, eine Stärkung der Impfkampagne und einen gestaffelten Impfmechanismus vor. Im Vordergrund soll die Schaffung des Impfregisters stehen, um grundlegende Daten über den Impfstatus verschiedener Altersgruppen erfassen zu können. Der Antrag der wurde mit 172 Stimmen aus der Unions-Fraktion gegen 496 Stimmen aller anderen Fraktionen abgelehnt . Es gab neun Enthaltungen."
4541,2022-04-07,Impfbereitschaft ohne allgemeine Impfpflicht erhöhen,Gesundheit,,https://dserver.bundestag.de/btd/20/009/2000958.pdf,"Der Gesetzentwurf einer überfraktionellen Gruppe um den FDP-Abgeordneten Wolfgang Kubicki sieht vor, die Impfbereitschaft in der Bevölkerung ohne eine Impfpflicht zu erhöhen. Der Antrag appelliert an die Menschen in Deutschland, dennoch das Angebot einer Corona-Schutzimpfung wahrzunehmen. Der Gesetzentwurf wurde mit 85 Ja-Stimmen von Abgeordneten verschiedener Fraktionen gegen 590 Stimmen abgelehnt . Es gab zwölf Enthaltungen."
4542,2022-04-07,AfD-Antrag: Keine Impfpflicht gegen COVID-19,Gesundheit,,https://dserver.bundestag.de/btd/20/005/2000516.pdf,"Die AfD-Fraktion im Bundestag fordert in ihrem Antrag , dass keine unmittelbare oder mittelbare Impfpflicht gegen das COVID-19-Virus eingeführt wird. Die Bundesregierung soll von den Plänen zu einer Impfpflicht Abstand nehmen. Der Antrag argumentiert, dass Wirkung und Folgen einer Impfpflicht unverhältnismäßig seien. Des Weiteren soll ein Gesetzentwurf vorgelegt werden, mit dem die Impfpflicht für das Gesundheits- und Pflegepersonal aufgehoben wird. Der Antrag wurde mit 79 Ja-Stimmen der AfD-Fraktion gegen 606 Stimmen aller anderen Fraktionen abgelehnt . Es gab keine Enthaltungen."
4570,2022-04-28,Umfassende Unterstützung für die Ukraine ,Außenpolitik und internationale Beziehungen|Humanitäre Hilfe|Verteidigung,,https://dserver.bundestag.de/btd/20/015/2001550.pdf,"Der fraktionsübergreifende Antrag von SPD, CDU/CSU, BÜNDNIS 90/Die Grünen und FDP verurteilt den russischen Angriffskrieg auf die Ukraine. Als Reaktion auf diesen fordert er umfassende Unterstützungsmaßnahmen für die Ukraine. Hierzu wird auch die Lieferung schwerer Waffen an das Land nicht ausgeschlossen. Der Antrag wurde mit 586 Stimmen aus den Reihen der antragsstellenden Fraktionen gegen 100 Stimmen aus den Fraktionen der AfD und Die Linke angenommen . Es gab sieben Enthaltungen."
4568,2022-04-29,Verlängerung des Bundeswehreinsatzes im Mittelmeer (Operation EUNAVFOR MED IRINI),Verteidigung,Auswärtiger Ausschuss|Haushaltsausschuss,https://dserver.bundestag.de/btd/20/012/2001240.pdf,"Mit dem Antrag will die Bundesregierung den Mittelmeereinsazt der Bundeswehr um ein weiteres Jahr verlängern. Die von der Europäischen Union geführte Operation EUNAVFOR MED IRINI ersteckt sich auf Meeresgebiete außerhalb der Küstenmeere Libyens, Tunesiens, des südlichen Siziliens, innerhalb der Region des mittleren und südlichen Mittelmeers sowie der Luftraum dieser und angrenzender Gebiete. Der Antrag wurde mit 534 Stimmen angenommen. 103 haben dagegen gestimmt und 99 Abgeordnete waren nicht beteiligt."
4595,2022-05-19,CDU/CSU-Antrag: Sicherung der Nahrungsmittelversorgung der Ukraine,Außenpolitik und internationale Beziehungen|Landwirtschaft und Ernährung,Ausschuss für Ernährung und Landwirtschaft,https://dserver.bundestag.de/btd/20/013/2001336.pdf,"Der von der CDU/CSU-Fraktion eingebrachte Entschließungsantrag fordert die Bundesregierung auf, verschiedene Maßnahmen zur langfristigen Sicherung der Lebensmittelversorgung der Bevölkerung in der Ukraine sowie aus dem Land geflüchteter Ukrainer:innen zu ergreifen. Außerdem sollen die globalen Konsequenzen sinkender Agrarexporte als Folge des Krieges in der Ukraine für zukünftige Prognosen evaluiert werden. Der Antrag wurde mit 246 Ja-Stimmen der CDU/CSU und AfD gegen 410 Nein-Stimmen aller anderen Fraktionen abgelehnt. Es gab keine Enthaltungen."
4596,2022-05-19,AfD-Antrag: Einrichtungsbezogene Impfpflicht abschaffen,Gesundheit,,https://dserver.bundestag.de/btd/20/006/2000699.pdf,"Der von der AfD-Fraktion eingebrachte Antrag sieht die Abschaffung der einrichtungsbezogenen Impfpflicht vor. Hintergrund sei, dass sich durch die Regelungen die ohnehin schon angespannte Situation der Pflegekräfte weiter verschlechtert hätte. Der Antrag der AfD Fraktion wurde mit 574 Stimmen aus der Ampel-Koalition, der CDU/CSU und der Linksfraktion abglehnt . 71 Abgeordente, darunter die AfD Fraktion, zwei Fraktionslose sowie ein Abgeordneter der CSU stimmten für den Antrag."
4592,2022-05-20,Verlängerung des Bundeswehreinsatzes in Mali (MINUSMA 2022/2023),Verteidigung,Auswärtiger Ausschuss|Haushaltsausschuss,https://dserver.bundestag.de/btd/20/017/2001761.pdf,"Der Antrag der Bundesregierung sieht vor, dass der Bundeswehreinsatz an der ""Multidimensionalen integrierten Stabilisierungsmission der Vereinten Nationen in Mali"" (MINUSMA) fortgesetzt wird. Der bewaffnete Einsatz soll um ein weiteres Jahr verlängert und aufgestockt werden. Statt wie bisher 1100 sollen bis 1400 Soldat:innen entsandt werden. Das Mandat soll bis Mai 2023 verlängert werden und die Bundesregierung rund 453 Millionen Euro kosten. Der Antrag der Bundesregierung wurde mit 540 stimmen von der SPD, Union, Grünen und der FDP angenommen . Die AfD-und Linksfraktion stimmten zusammen mit 2 fraktionslosen Abgeordneten mit insgesamt 102 stimmen dagegen. Es gab 4 Enthaltungen."
4593,2022-05-20,Fortsetzung des Bundeswehreinsatzes im Sahel mit Schwerpunkt Niger (EUTM Mali 2022/2023),Außenpolitik und internationale Beziehungen|Verteidigung,Auswärtiger Ausschuss|Verteidigungsausschuss|Haushaltsausschuss,https://dserver.bundestag.de/btd/20/017/2001762.pdf,"Der Bundestag stimmte über einen Antrag der Bundesregierung zur Verlängerung des Bundeswehreinsatzes zur Beteiligung an der EU-Mission zur Ausbildung von Streitkräften in der Sahel-Region ab. Das Mandat dafür war zuletzt bei einer Abstimmung im Mai 2021 verlängert worden. Der Schwerpunkt der Mission soll sich zukünftig auf den Niger verschieben. Der Antrag wurde mit 551 Ja-Stimmen von SPD, Bündnis 90/Die Grünen, FDP, und CDU/CSU angenommen. 105 Abgeordnete der Fraktion Die Linke und Abgeordnete der Fraktionen AfD stimmten gegen den Antrag. 1 Abgeordneter enthielt sich."
4594,2022-05-20,CDU/CSU-Antrag: Förderung der energie­effizienten Gebäude­sanierung ,Energie,Ausschuss für Klimaschutz und Energie|Haushaltsausschuss,https://dserver.bundestag.de/btd/20/005/2000524.pdf,"Der Unionsantrag sieht vor, dass der Förderungsstopp für energieeffiziente Gebäude und Bestandssanierung vom 24. Januar 2022 mit sofortiger Wirkung rückgängig gemacht wird. Außerdem soll die Regierung durch Folgelösungen für die Förderung energieeffizienter Gebäude Planungssicherheit für Bürger:innen, Kommunen und die Immobilienwirtschaft schaffen. Der Antrag der Unionsfraktion wurde mit den 465 Stimmen der SPD, Grünen, FDP, AfD und der Linken abgelehnt . Allein die Abgeordneten der CDU/CSU stimmten mit 166 Stimmen für den Antrag."
4612,2022-06-01,Etat des Bundeskanzlers und des Bundeskanzleramtes 2022,Haushalt,Haushaltsausschuss,https://dserver.bundestag.de/btd/20/010/2001000.pdf,"Der von der Bundesregierung eingebrachte Entwurf zum Haushaltsgesetz 2022 beinhaltet unter anderem einen Einzelplan zu dem Etat des Bundeskanzlers und des Bundeskanzleramtes. Dieser soll mit knapp 3,9 Milliarden Euro bemessen werden - 164 Millionen Euro mehr als im ursprünglichen Regierungsentwurf vorgesehen und 790 Millionen Euro weniger als im vergangenen Jahr. Der Haushaltsausschuss plädierte in seiner Beschlussempfehlung für die Annahme des Einzelplans 04. Namentlich abgestimmt wurde über die Beschlussempfehlung, welche mit 391 Stimmen angenommen wurde - der Einzelplan, und damit der Etat des Bundeskanzlers und des Bundeskanzleramts, ist also bewilligt."
4613,2022-06-03, Bundeshaushaltsplan für das Haushaltsjahr 2022 (Haushaltsgesetz),"Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft",Haushaltsausschuss,https://dserver.bundestag.de/btd/20/010/2001000.pdf,"Am 03. Juni stimmte der Bundestag namentlich über den Bundeshaushaltsplan für das Haushaltsjahr 2022 (kurz: Haushaltsgesetz) ab. Für das Jahr 2022 sind Ausgaben in Höhe von 495,8 Milliarden Euro vorgesehen, womit Steuer- und sonstige Einnahmen deutlich überschritten werden. Zum Ausgleich wird die Bundesregierung 138,9 Milliarden Euro neue Schulden aufnehmen. Der Haushaltsplan wurde mit 399 stimmen von SPD, den Grünen und der FDP angenommen . Dagegen haben die CDU/CSU Fraktion, die AfD und die Linken mi insgesamt 284 stimmt gestimmt."
4614,2022-06-03,Schuldentilgung der Haushaltsjahre 2020-2022,Haushalt,,https://dserver.bundestag.de/btd/20/020/2002036.pdf,"Der Antrag der Bundesregierung sieht eine Zusammenführung der Schuldentilgungspläne vor. Die Mehrausgaben der Bundesregierung sind unter anderem Folge der COVID-19-Pandemie. Ziel ist es, die Schulden bis zum 31. Dezember 2058 zurückzuzahlen. Die Tilgungspläne aus den Haushaltsjahren 2020, 2021 und 2022 werden zusammengeführt und sollen im Bundeshaushalt 2028 sowie in den darauffolgenden 30 Jahren zurückgezahlt werden. Der Antrag wurde mit 387 stimmen von der SPD, den Grünen und der FDP angenommen . Die CDU/CSU, und die AfD stimmten mit 250 stimmen gegen den Antrag. Die Fraktion die Linke enthielt sich."
4637,2022-06-03,Anhebung des Mindestlohns für Minijobs ,"Arbeit und Beschäftigung|Öffentliche Finanzen, Steuern und Abgaben",Ausschuss für Arbeit und Soziales,https://dserver.bundestag.de/btd/20/014/2001408.pdf,"Artikel 7 des Gesetzentwurfs für die Erhöhung des Schutzes durch den gesetzlichen Mindestlohn und zu Änderungen im Bereich der geringfügigen Beschäftigung wurde im Bundestag am 3. Juni namentlich abgestimmt. Ziel des Gesetzentwurfs ist es, die Erhöhung des Mindestlohnes und den Schutz von Arbeitnehmer:innen sicherzustellen. Artikel 7 befasst sich mit der Anpassung des Lohns geringfügiger Beschäftigungen, der ab dem 1. Oktober nicht mehr bei 450 Euro, sondern bei 520 Euro liegen und dynamisch an den Mindestlohn angepasst werden soll. Der Gesetzentwurf wurde mit 398 Stimmen von der SPD, Bündnis 90/Die Grünen und der FDP angenommen . 41 Parlamentarier:innen stimmten gegen den Gesetzentwurf, darunter die Fraktion DIE LINKE und Teile der AfD-Fraktion. Es gab 248 Enthaltungen von der CDU/CSU-Fraktion und aus Teilen der AfD-Fraktion."
4643,2022-06-03,"AfD-Antrag zum ""Sondervermögen Bundeswehr""","Öffentliche Finanzen, Steuern und Abgaben|Verteidigung",Haushaltsausschuss,https://dserver.bundestag.de/btd/20/021/2002126.pdf,"Der von der AfD-Fraktion eingebrachte Änderungsantrag sieht unter anderem eine Regelung zur Kontrolle des Sondervermögens für die Bundeswehr vor und fordert, von der geplanten Grundgesetzänderung abzusehen. Eingebracht wurde er zur zweiten Beratung des Gesetzentwurfes der Bundesregierung über ein Sondervermögen von 100 Milliarden Euro, das in die Stärkung der Bündnis- und Verteidigungsfähigkeit der Bundeswehr investiert werden soll. Der Antrag der AfD-Fraktion wurde mit 606 Stimmen aus der Ampel-Koalition, der CDU/CSU und der Linksfraktion abgelehnt . 74 Abgeordnete, darunter die AfD-Fraktion sowie zwei Fraktionslose, stimmten für den Antrag."
4645,2022-06-03,Grundgesetzänderung (Artikel 87a),Staat und Verwaltung|Verteidigung,Haushaltsausschuss,,"Um das Bundeswehr-Sondervermögen zu ermöglichen, hat der Bundestag über eine Grundgesetzänderung abgestimmt. Durch die Ergänzung des neuen Absatzes 87a wird die Kreditaufnahme von 100 Milliarden Euro für das Sondervermögen nicht auf die Schuldenregel von Artiekl 115 des Grundgesetzes angerechnet. Für eine Änderung des Grundgesetzten ist eine zwei Drittel Mehrheit erforderlich. Das Gesetz wurde mit 568 stimmen der SPD, der CDU/CSU, der Grünen, der FDP und teilen der AfD angenommen. 96 Abgeordnete darunter von den Linken und der AfD stimmten gegen die Grundgesetzänderung."
4646,2022-06-03,Sondervermögen Bundeswehr,Verteidigung,,https://dserver.bundestag.de/btd/20/014/2001409.pdf,"Um die Bundeswehr zu unterstützen und Modernisierungen sowie längerfristige Investitionen zu ermöglichen, hat die Bundesregierung ein Sondervermögen von 100 Milliarden Euro beschlossen. Der Gesetzentwurf wurde mit 590 Stimmen von der SPD, der CDU/CSU, Bündnis 90/Die Grünen, der FDP und Teilen der AfD angenommen . 80 Abgeordnete der Fraktion DIE LINKE und Teile der AfD-Fraktion stimmten gegen den Antrag. Es gab sieben Enthaltungen aus den Reihen der AfD und der SPD. Um die Ausgabe zu ermöglichen, fand zuvor noch eine Abstimmung über eine hierfür nötige Grundgesetzänderung statt."
4649,2022-06-23,Beteiligung deutscher Streitkräfte an UNIFIL,Außenpolitik und internationale Beziehungen|Verteidigung,Auswärtiger Ausschuss,https://dserver.bundestag.de/btd/20/017/2001763.pdf,"In namentlicher Abstimmung wurde beschlossen, die Beteiligung der Bundeswehr an der UNIFIL-Mission (United Nations Interim Force in Lebanon) der UN fortzusetzen . Die Mission soll sicherstellen, dass keine Waffen und Rüstungsgüter ohne die Zustimmung der libanesischen Regierung in den Libanon gebracht werden. Hierzu soll die libanesische Küste abgesichert werden. Es stimmten 539 Abgeordnete für die Verlängerung der Mission, darunter die gesamte SPD- und CDU-Fraktion. Die 103 Gegenstimmen kamen vorwiegend aus den Reihen von DIE LINKE und der AfD. Je ein Mitglied der Fraktion Bündnis 90/Die Grünen sowie ein Parlamentarier der FDP-Fraktion enthielten sich."
4661,2022-07-07,Bundeswehrbeschaffungsbeschleunigungsgesetz (Entschließungsantrag CDU/CSU-Fraktion),Verteidigung,Wirtschaftsausschuss,https://dserver.bundestag.de/btd/20/023/2002353.pdf,"Zum Gesetzentwurf der Bundesregierung über das Bundeswehrbeschaffungsbeschleunigungsgesetz hat die CDU/CSU-Fraktion einen Entschließungsantrag vorgelegt. Der Regierungsentwurf sieht vor, die Maßnahmen zur Beschaffung von Verteidigungsgütern für die Bundeswehr zu erleichtern, um die Vergabe von öffentlichen Aufträgen zu beschleunigen. Der Entschließungsantrag unterstützt den Gesetzentwurf und fordert zusätzlich die kurzfristige Lieferung von 200 Transportpanzern vom Typ FUCHS. Für den Entschließungsantrag stimmten alle beteiligten Abgeordneten aus der CDU/CSU-Fraktion, sowie ein fraktionsloser Abgeordneter und 20 AfD-Abgeordnete. Gegenstimmen zum Antrag kamen aus den Fraktionen von SPD, Bündnis 90/Die Grünen, FDP und die Linke sowie Teilen der AfD-Fraktion. Ein Abgeordneter enthielt sich. Der Entschließungsantrag wurde mit 202 Ja-Stimmen, 437 Gegenstimmen und einer Enthaltung abgelehnt ."
4663,2022-07-07,Schnellerer Ausbau erneuerbarer Energien,Energie,Ausschuss für Klimaschutz und Energie,https://dserver.bundestag.de/btd/20/016/2001630.pdf,"Um das 1,5-Grad-Ziel beim Klimaschutz einzuhalten, hat die Bundesregierung einen Gesetzentwurf ""zu Sofortmaßnahmen für einen beschleunigten Ausbau der erneuerbaren Energien und weiteren Maßnahmen im Stromsektor"" vorgelegt. Ziel des Vorhabens ist die nahezu vollständige Stromversorgung durch erneuerbare Energien bis 2035. Hierzu soll das Erneuerbare-Energien-Gesetz grundlegend überarbeitet werden. In namentlicher Abstimmung stimmten 379 Abgeordnete der Ampel-Koalition mit ""Ja"", 281 Abgeordnete aller anderen Fraktionen stimmten mit ""Nein"". Es gab keine Enthaltungen. Der Gesetzentwurf wurde somit vom Bundestag angenommen ."
4666,2022-07-07,Änderung des Bundesnaturschutzgesetzes,Energie|Umwelt,"Ausschuss für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",https://dserver.bundestag.de/btd/20/023/2002354.pdf,"Der Gesetzentwurf der Regierungsfraktionen schlägt ein viertes Gesetz zur Änderung des Bundesnaturschutzgesetzes (BNatSchG) vor. Dadurch sollen Genehmigungsverfahren für Windenergieanlagen an Land vereinfacht und Landschaftsschutzgebiete in angemessenem Umfang in die Suche nach Flächen für den Windenergieausbau einbezogen werden. Mit 383 Stimmen von Seiten der Regierungsfraktionen wurde der Gesetzentwurf angenommen . Dagegen stimmten die Fraktionen CDU/CSU, AfD und DIE LINKE. Enthaltungen gab es keine."
4667,2022-07-07,Bereithaltung von Ersatzkraftwerken (Änderungsantrag CDU/CSU-Fraktion),Energie|Umwelt,Ausschuss für Klimaschutz und Energie,https://dserver.bundestag.de/btd/20/023/2002356.pdf,"Zum Gesetzentwurf der Regierungsfraktionen über die ""Bereithaltung von Ersatzkraftwerken zur Reduzierung des Gasverbrauchs im Stromsektor im Fall einer drohenden Gasmangellage"" hat die CDU/CSU-Fraktion einen Änderungsantrag vorgelegt. Darin wird die Bundesregierung aufgefordert, auch das Erhalten von Kernkraftwerken in Erwägung zu ziehen, um die mögliche Energie-Notlage im kommenden Winter abzuwenden. Der Änderungsantrag wurde mit 393 Stimmen von Seiten der Fraktionen SPD, Bündnis 90/Die Grünen, FDP und DIE LINKE abgelehnt . Dafür stimmten die antragstellende CDU/CSU-Fraktion und die AfD-Fraktion, zudem zwei fraktionslose Abgeordnete, Johannes Huber und Matthias Helferich ."
